B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,pineapple,latitude,longitude,year
0.1443,0.0403,0.042,0.0252,0.3028,0.35450682,0.8463415,-0.7563805,0.5028985503008054,0,10.737607506844846,-84.81897404232943,2019
0.14775,0.0429,0.0532,0.0286,0.3322,0.38431084,0.8414634,-0.7239232,0.5290427408602092,0,10.419514064738124,-84.50276706231935,2019
0.1709,0.0217,0.0471,0.0272,0.3682,0.36598033,0.8624178,-0.773176,0.5712530746724306,0,9.894808107283913,-84.21440785611699,2019
0.2046,0.04375,0.0669,0.04715,0.3552,0.26902464,0.7656269,-0.6830135,0.5120795598986143,0,10.11929709678538,-84.14595623146708,2019
0.16275,0.0269,0.06175,0.027,0.39155,0.41277286,0.8709832,-0.7275535,0.5953132682897908,0,8.87090834644448,-83.41382927490967,2019
0.16615,0.03775,0.05475,0.0323,0.3572,0.36505204,0.8341463,-0.73419106,0.5478920726395845,0,10.766892585107144,-84.76669209279366,2019
0.1909,0.0274,0.0529,0.0244,0.3762,0.32675013,0.8781827,-0.7534374,0.5859426963232042,0,9.28224691504281,-83.69985286137333,2019
0.4085,0.087,0.1178,0.1954,0.3628,-0.059250597,0.29989251,-0.50977945,0.2372897404195757,0,9.676786987828104,-83.88274985322006,2019
0.2868,0.0629,0.0818,0.0835,0.2676,-0.03463203,0.5243521,-0.53176874,0.3244624648134928,0,10.622982476591195,-84.5948443789416,2019
0.17975,0.0434,0.0587,0.0344,0.3706,0.34677932,0.8301234,-0.72653157,0.5572375509070189,0,10.411878384823108,-84.7646259676402,2019
0.1886,0.0336,0.0567,0.0364,0.416,0.37611645,0.83908045,-0.76010156,0.5978580476738662,0,8.075539993885057,-82.89145893719417,2019
0.2641,0.2874,0.2728,0.2348,0.4396,0.24939607,0.30367735,-0.23413812,0.2615803777893571,0,10.993896857404144,-85.38051092643254,2019
0.63105,0.8266,0.7928,0.7536,0.748,0.08480478,-0.003729339,0.029075794,-0.0041966243331551,0,10.211194750350806,-84.45452753156214,2019
0.1211,0.0415,0.0463,0.0302,0.2874,0.40709916,0.8098237,-0.7225053,0.4718688915987055,0,10.73590070780502,-83.66984913088373,2019
0.36945,0.33525,0.32805,0.29325,0.494,0.1442469,0.25500157,-0.20187338,0.2339289136637184,0,10.380796675992572,-84.48641772414838,2019
0.1813,0.0251,0.0443,0.0318,0.2556,0.17006181,0.77870566,-0.7045682,0.4263398554772838,0,9.909360814886648,-85.45956267143505,2019
0.152,0.0447,0.0619,0.0393,0.3247,0.36228237,0.78406596,-0.6797724,0.4954861122923313,0,8.756552810776066,-83.1096597197068,2019
0.255,0.1215,0.1438,0.1155,0.394,0.21417566,0.5466143,-0.46522868,0.4138187095939772,0,10.249642644511122,-83.8943381203852,2019
0.3959,0.0885,0.1186,0.164,0.2929,-0.14953545,0.28211862,-0.42357227,0.2020587178940631,0,10.59055329483448,-85.27010797801425,2019
0.163,0.0353,0.05265,0.0279,0.3233,0.32963192,0.8411162,-0.71990955,0.5205592171018869,0,8.575811775611218,-83.64891838476375,2019
0.16455,0.05725,0.07855,0.06085,0.32535,0.3282302,0.6848783,-0.6110423,0.4476980246675175,0,9.448614905661746,-83.21988300506827,2019
0.0961,0.02405,0.0408,0.023,0.2274,0.40587327,0.81629395,-0.69574946,0.4085820965125953,0,9.999012680241776,-84.78968896406712,2019
0.27865,0.0412,0.06805,0.08705,0.2133,-0.13283867,0.42034295,-0.5162609,0.2366152416955396,0,10.30345173002988,-85.56259943452356,2019
0.41605,0.2727,0.2793,0.2666,0.4822,0.07364321,0.28792733,-0.26644778,0.2589685885958627,0,10.363998180179538,-84.2799848718577,2019
0.1842,0.0188,0.0475,0.0259,0.3212,0.27107242,0.8507635,-0.74233794,0.5229016779961013,0,9.000714904999752,-83.1968861337948,2019
0.1782,0.0897,0.1102,0.0879,0.3839,0.3659491,0.6273845,-0.5539364,0.4568841226775605,0,9.844861777486866,-83.40044437717629,2019
0.20295,0.0325,0.06135,0.0487,0.2869,0.17137901,0.70977354,-0.64766693,0.427596951380473,0,9.848455038623344,-85.34143421157334,2019
0.1794,0.0417,0.0692,0.0531,0.316,0.2757368,0.7122731,-0.6407061,0.453745268820325,0,9.235085362626537,-83.84313414919039,2019
0.21675,0.05545,0.084,0.07565,0.2309,0.031609535,0.50644267,-0.4664973,0.2887297837703972,0,10.466585785625986,-85.4831883634074,2019
0.2317,0.0556,0.0856,0.0756,0.3059,0.13802084,0.60366976,-0.56270754,0.3918888390624565,0,9.837405760628672,-83.68143739804887,2019
0.29365,0.07695,0.1173,0.1573,0.3497,0.0871221,0.3794872,-0.49764454,0.2865938558738972,0,10.089203534767377,-85.59134552361539,2019
0.2441,0.039,0.0609,0.0688,0.2456,0.0030630908,0.562341,-0.6026101,0.3256385016728768,0,10.765634943709376,-85.61218643820696,2019
0.1799,0.0339,0.0591,0.0332,0.3978,0.37718537,0.8459397,-0.74130005,0.5874328675977526,0,8.960829706384844,-83.50689473834446,2019
0.1374,0.04,0.05095,0.03385,0.2392,0.27031332,0.75206006,-0.64880234,0.3984541710115135,0,10.439007506403517,-84.50061110563746,2019
0.3031,0.2522,0.2376,0.2552,0.3742,0.10497564,0.18906894,-0.22327557,0.1580485072780708,0,10.962725317045198,-85.2630112872697,2019
0.1699,0.0439,0.066,0.0387,0.376,0.37754166,0.813359,-0.7013575,0.5531321623869174,0,10.667179588569876,-83.6576320430197,2019
0.1616,0.04285,0.06075,0.0331,0.3386,0.3538585,0.82189935,-0.6957556,0.5256969213768881,0,8.464241017323573,-83.4531754843541,2019
0.15235,0.04275,0.04995,0.0382,0.20175,0.13950862,0.68160033,-0.6030989,0.3315426683260566,0,10.66277784367769,-84.86856104601283,2019
0.3078,0.3614,0.366,0.373,0.4604,0.19864617,0.1048716,-0.11423039,0.0983200734155435,0,10.850705401115494,-85.3381104450221,2019
0.12215,0.0173,0.03535,0.0198,0.275,0.3848672,0.86567163,-0.7721927,0.4816306067973836,0,9.139235121810982,-83.11495977988311,2019
0.1385,0.0168,0.04265,0.02115,0.35105,0.4341742,0.8863514,-0.7833376,0.5673583918349563,0,9.317910031822354,-83.09115442485394,2019
0.1354,0.0247,0.0437,0.0267,0.2489,0.29534218,0.8062409,-0.7012987,0.4297318170175339,0,9.606898058723605,-83.30118053828109,2019
0.1477,0.02365,0.04405,0.0217,0.33585,0.38910145,0.87861836,-0.76809686,0.5495014862835282,0,9.376839514460595,-82.94931044149146,2019
0.2222,0.0507,0.087,0.0628,0.316,0.17428467,0.66842663,-0.56823826,0.4321802686771907,0,10.253954557874897,-83.38732897402814,2019
0.4865,0.3265,0.3744,0.3931,0.518,0.031358898,0.13708705,-0.1609144,0.1327687759858204,0,10.4929962549791,-84.47473962545483,2019
0.2455,0.0399,0.068,0.0586,0.3124,0.11991399,0.68409705,-0.64248157,0.437083825522871,0,8.572398177531564,-82.97796669905487,2019
0.2527,0.04085,0.0786,0.05365,0.34185,0.14994535,0.72869784,-0.6261149,0.4827470846910189,0,9.816385182980277,-82.97545141625935,2019
0.1488,0.0381,0.0574,0.03055,0.3275,0.3751837,0.82935345,-0.7017407,0.519113090528802,0,8.693491077830876,-83.51740502716865,2019
0.04995,0.03195,0.04455,0.03775,0.04915,-0.00807264,0.13118531,-0.049092844,0.0291361466911034,0,10.020572247060644,-85.17605436776694,2019
0.1761,0.0304,0.0494,0.0294,0.326,0.2985461,0.83455265,-0.7368141,0.520107556934452,0,10.410441080368516,-83.5959177830007,2019
0.1743,0.03955,0.05855,0.03355,0.3454,0.3292284,0.82293177,-0.71011263,0.5321975106474132,0,10.577437891686335,-83.745577109335,2019
0.2013,0.03555,0.07305,0.06125,0.3372,0.25236768,0.69255865,-0.64387566,0.4607100930411634,0,10.34980479869045,-85.27621652194627,2019
0.1318,0.0136,0.0303,0.017,0.2728,0.34849235,0.8826777,-0.800066,0.4858191905117752,0,9.70652122373246,-83.942487819614,2019
0.16615,0.02405,0.05945,0.0272,0.3658,0.37531722,0.86157763,-0.72039974,0.5687569910334452,0,9.743082655796124,-84.53905899979779,2019
0.1941,0.0312,0.0585,0.0429,0.293,0.2030384,0.74456686,-0.66714084,0.4487977195073573,0,9.374503894721885,-83.5530681439482,2019
0.1862,0.0372,0.0651,0.0493,0.2552,0.15632081,0.6761905,-0.5935061,0.3839030432838817,0,8.492627780301751,-83.04812512274461,2019
0.2135,0.0382,0.06935,0.06365,0.2485,0.0757576,0.5921833,-0.56363064,0.3414086196176378,0,9.99227531561088,-85.45776604086682,2019
0.28065,0.0523,0.08565,0.1156,0.2539,-0.05004209,0.37428957,-0.49550876,0.2385853869065988,0,10.315938312479142,-85.59026754527444,2019
0.2304,0.0249,0.05515,0.0311,0.3794,0.24434243,0.8484775,-0.7461742,0.5738056179925815,0,9.918343967727845,-84.43683072046498,2019
0.20225,0.04165,0.08325,0.04905,0.32645,0.23491581,0.7387483,-0.59360504,0.475271263154131,0,10.316477301649616,-83.81411856551333,2019
0.2935,0.0527,0.096,0.0979,0.3383,0.07090849,0.5511233,-0.55790925,0.3851740893985002,0,9.667624171930084,-84.07984022655589,2019
0.28315,0.0642,0.084,0.1145,0.1886,-0.20042393,0.24447377,-0.3837124,0.1384011994850221,0,10.580312500595518,-85.6117372805649,2019
0.1697,0.0338,0.0625,0.0302,0.368,0.368793,0.84831744,-0.70963997,0.5641282552995271,0,9.98167519525827,-83.3840052074769,2019
0.19045,0.02835,0.05085,0.0307,0.3387,0.2801663,0.8337845,-0.7389295,0.5314009622454017,0,9.932717012273756,-84.49800599131352,2019
0.1703,0.0252,0.0416,0.0256,0.2556,0.20028175,0.8179232,-0.72005385,0.4416282731162994,0,9.287636806747528,-83.8372052683152,2019
0.3075,0.3431,0.35735,0.34215,0.47695,0.2160112,0.16457085,-0.14335372,0.1532863177652365,0,10.093425616602737,-83.74638559309072,2019
0.2607,0.0407,0.0625,0.0692,0.2212,-0.08196718,0.523416,-0.5593937,0.2884615411806755,0,9.40657375036495,-83.76156712139233,2019
0.2294,0.1133,0.1322,0.1183,0.3463,0.20305717,0.49074474,-0.4474399,0.354551119475219,0,9.77784745729155,-83.24243071869967,2019
0.18985,0.09945,0.1171,0.08575,0.3262,0.2642186,0.58368737,-0.4716896,0.3954986696144696,0,10.45194324649484,-84.31106658068825,2019
0.19585,0.0671,0.07875,0.05795,0.3097,0.2252003,0.68475455,-0.59454244,0.4352273504940214,0,10.40738680840251,-84.70192356080865,2019
0.14325,0.01805,0.03695,0.01905,0.29255,0.34258834,0.87772787,-0.7757208,0.5054829929882908,0,9.687027782067066,-83.07597289655232,2019
0.2344,0.0524,0.0777,0.0594,0.313,0.14358786,0.6809882,-0.60225236,0.4360385073063986,0,10.333994449689945,-83.54318667582288,2019
0.0939,0.0094,0.0265,0.01465,0.25255,0.45793045,0.8903443,-0.81006986,0.4651329583021661,0,9.293206361509068,-83.16589425649268,2019
0.1996,0.0291,0.0459,0.0339,0.3453,0.2673885,0.8212025,-0.7653374,0.531278422446315,0,9.753413281563498,-82.94706465328116,2019
0.28745,0.2209,0.2201,0.1895,0.4241,0.19204557,0.3823338,-0.31667185,0.3160021608824399,0,10.64759631537607,-83.86604118893544,2019
0.26335,0.0771,0.12535,0.15895,0.3385,0.12486497,0.36094078,-0.45952356,0.270013524210021,0,10.852502031683732,-84.755642814799,2019
0.2347,0.0356,0.0674,0.0558,0.293,0.110479474,0.6800459,-0.62597114,0.4191800386870163,0,8.537184218394078,-83.09456802293359,2019
0.2857,0.0402,0.0709,0.0722,0.2685,-0.031035716,0.5761667,-0.58220387,0.350243844111769,0,9.296350465003488,-83.48883860113365,2019
0.2259,0.0233,0.0393,0.0303,0.2338,0.01718512,0.7705414,-0.7121933,0.3994895852527412,0,8.547604675689865,-83.10373083883161,2019
0.0817,0.00405,0.0132,0.00885,0.14235,0.27069852,0.88293654,-0.83027965,0.3075092198467431,0,9.218915687512384,-82.98497355827101,2019
0.217,0.0229,0.0473,0.0355,0.3378,0.21773612,0.80980444,-0.7543495,0.5192373684472467,0,9.520749622976542,-83.67065761463944,2019
0.2588,0.05615,0.07805,0.05575,0.3756,0.18411098,0.7415092,-0.65590215,0.515139321995574,0,10.630797819563035,-84.41131856639599,2019
0.27135,0.1026,0.12695,0.10285,0.433,0.22950238,0.6161239,-0.54656667,0.478085633133525,0,10.3005771211207,-84.12268986560838,2019
0.2441,0.1878,0.1914,0.1768,0.3515,0.18032236,0.33068332,-0.29489776,0.2548380917036557,0,10.291234642165856,-84.17272602693384,2019
0.3271,0.3006,0.3096,0.2956,0.404,0.105183974,0.1549457,-0.13228703,0.1355452017578202,0,9.228347997995638,-83.68341369167393,2019
0.28315,0.05635,0.091,0.1098,0.2951,0.02066583,0.45764387,-0.5286195,0.3071610099272213,0,10.424005641158722,-85.352483489568,2019
0.1041,0.0108,0.0258,0.0154,0.2166,0.35079515,0.8672414,-0.7871287,0.4122950834605997,0,9.520210633806071,-83.45596026173487,2019
0.25815,0.04605,0.07065,0.08895,0.2403,-0.035811037,0.4596811,-0.5455861,0.2737714783257376,0,10.510064245377372,-85.12628770102671,2019
0.1576,0.0244,0.0462,0.0333,0.2559,0.23772672,0.7697095,-0.69414103,0.423086661133078,0,9.261675495036473,-83.46647055055907,2019
0.1277,0.0321,0.0516,0.0295,0.2812,0.37539738,0.8101062,-0.68990386,0.4657086358295584,0,9.754760754489675,-83.7003918505438,2019
0.1493,0.0288,0.0544,0.028,0.3196,0.36319044,0.83889526,-0.7090909,0.5160452861696103,0,9.791861175723811,-83.48605382375288,2019
0.30245,0.049,0.08215,0.0871,0.2805,-0.037653327,0.52611536,-0.5469461,0.3343706723985872,0,9.984819298752686,-85.14066074557263,2019
0.0806,0.0122,0.027,0.013,0.2776,0.54997206,0.9105299,-0.8227183,0.5020237665701972,0,10.101240959574575,-85.13527085386791,2019
0.11045,0.0218,0.0366,0.01915,0.26335,0.4090423,0.86442477,-0.75595933,0.4681150288887094,0,9.631422065980068,-83.05162855235268,2019
0.21945,0.0552,0.07995,0.06685,0.3084,0.16851379,0.64370424,-0.588258,0.4139674461087654,0,10.84226123744477,-84.75779877148088,2019
0.30825,0.0755,0.10525,0.12295,0.2778,-0.05195805,0.3864005,-0.45046338,0.257868429371614,0,10.0442877705614,-84.82130966206813,2019
0.2984,0.1596,0.151,0.12105,0.3961,0.14067674,0.5318573,-0.44799858,0.4056186555064005,0,10.68074414936008,-84.71638643688297,2019
0.1941,0.0694,0.0929,0.0827,0.2612,0.14737536,0.51904625,-0.4752895,0.317276945343569,0,10.761502693402424,-84.19230930012765,2019
0.10335,0.0232,0.03845,0.0177,0.31585,0.50691795,0.893869,-0.7829523,0.5365304907573616,0,9.49532730043596,-84.2595931149082,2019
0.18915,0.0293,0.05925,0.03595,0.3456,0.29256663,0.8115581,-0.707299,0.5268844717026036,0,9.561892462989215,-82.91670159667792,2019
0.31505,0.2687,0.2649,0.241,0.4226,0.14580084,0.27365884,-0.22938181,0.2341010718258253,0,10.325460454490807,-84.73776634064502,2019
0.3016,0.0647,0.0966,0.1178,0.2764,-0.043598633,0.40233386,-0.4820375,0.2660478690889492,0,10.893555040167994,-85.80119197398571,2019
0.152,0.02435,0.04325,0.0225,0.39335,0.44255984,0.8917879,-0.80187815,0.6073865837338723,0,9.727901127494505,-82.83881766154477,2019
0.27555,0.04805,0.0767,0.08455,0.2959,0.03561113,0.5555263,-0.58829844,0.360071536237134,0,9.698346554646973,-85.05496146746762,2019
0.1826,0.0517,0.073,0.07585,0.1716,-0.031055922,0.38694683,-0.4031071,0.1921533140789478,0,10.35267940759963,-85.2366008179166,2019
0.27265,0.0508,0.07845,0.08935,0.2816,0.01614794,0.51826394,-0.56422716,0.3311039648346625,0,10.067913462533744,-84.38158433049163,2019
0.2214,0.0447,0.0727,0.0728,0.248,0.056668095,0.54613465,-0.5466168,0.3201754261352225,0,9.32922880440226,-83.67245424520767,2019
0.2116,0.0252,0.0518,0.0368,0.3176,0.20030235,0.7923251,-0.7195452,0.492977540123096,0,9.55371779390373,-83.67119660380992,2019
0.2287,0.0666,0.0828,0.0709,0.302,0.13811944,0.6197372,-0.56964654,0.3971245085926347,0,11.097472609663129,-85.41213162443354,2019
0.15755,0.01985,0.0381,0.024,0.2238,0.1737249,0.8062954,-0.7090493,0.4007756131080301,0,9.814049563241566,-84.47033788056264,2019
0.2317,0.0391,0.0626,0.0536,0.2386,0.014671481,0.633128,-0.58432937,0.3502903356395335,0,9.22520389450122,-83.52962211503268,2019
0.2611,0.0391,0.0628,0.0783,0.2402,-0.041691594,0.5083203,-0.58547854,0.2967012815999969,0,10.039347036498745,-85.5358296390568,2019
0.3067,0.063,0.0937,0.1214,0.2888,-0.030058758,0.40809363,-0.5100654,0.2758734385541073,0,10.814143969051829,-85.48561381467452,2019
0.3136,0.2548,0.2668,0.2466,0.4756,0.20527115,0.31708667,-0.28125003,0.2810505657527816,0,10.194935243708244,-83.36433210275469,2019
0.21765,0.036,0.06305,0.0652,0.2601,0.08885402,0.5991393,-0.60977876,0.3542348312481879,0,10.37738307791292,-85.35904119114208,2019
0.3068,0.5406,0.5274,0.5024,0.5972,0.3212389,0.086213164,-0.062066477,0.0888972223772744,0,10.94350136996504,-84.98174877181188,2019
0.1895,0.0417,0.0561,0.041,0.3288,0.26876324,0.7782585,-0.70849574,0.4963209824240734,0,11.135022188539322,-85.4530948013894,2019
0.32475,0.27405,0.2724,0.25165,0.4276,0.13670498,0.25903568,-0.2217143,0.2238074926412209,0,10.368489756600136,-84.69671333216075,2019
0.1984,0.043,0.0597,0.0401,0.3338,0.2544156,0.78550416,-0.69656926,0.5041194489987375,0,9.426426518143993,-84.1596106237857,2019
0.1438,0.027,0.0431,0.0225,0.3294,0.39222315,0.87212276,-0.7685906,0.540380327518216,0,10.045096254317109,-83.69410364355495,2019
0.33305,0.0986,0.155,0.2012,0.4706,0.17115659,0.40101224,-0.5044757,0.3448540897449962,0,10.249373149925889,-84.84556417473937,2019
0.16375,0.02405,0.03925,0.02925,0.2053,0.1125864,0.7505862,-0.6790022,0.3595058258280859,0,10.000539816224778,-85.5652045488475,2019
0.12055,0.03695,0.04455,0.0253,0.2463,0.34278315,0.8136966,-0.6936565,0.4296267457536723,0,8.50134143855771,-83.36226597760121,2019
0.348,0.2291,0.2282,0.2247,0.3608,0.018058702,0.23245089,-0.22512732,0.1880700054492537,0,10.810640539443764,-84.95956038429414,2019
0.1829,0.02545,0.05025,0.026,0.3533,0.31779188,0.8629053,-0.75096023,0.5583418671558183,0,9.69825672311856,-84.64712632847736,2019
0.18275,0.04675,0.0647,0.04785,0.2721,0.19643839,0.7008908,-0.61579573,0.4102384275285062,0,10.40046978071479,-84.3333447997344,2019
0.41985,0.08885,0.1378,0.1653,0.3667,-0.06757358,0.37857142,-0.45371658,0.2927325563388436,0,10.46487898658616,-85.54723824316513,2019
0.1255,0.0319,0.0567,0.0299,0.3301,0.44907817,0.8338889,-0.70682526,0.523604652232628,0,8.67534510909166,-83.16248065841303,2019
0.32505,0.05215,0.0838,0.09835,0.27425,-0.08476555,0.472088,-0.5319089,0.3023722149869034,0,8.929119176855426,-83.35579810755554,2019
0.3159,0.04855,0.07065,0.07455,0.2651,-0.08743545,0.5610187,-0.57915115,0.3404096915100277,0,10.075908468562409,-84.4873160394325,2019
0.1416,0.01875,0.0399,0.0188,0.29255,0.34769088,0.87923557,-0.75996387,0.5061009405645209,0,9.436487649326132,-82.99153125984508,2019
0.1802,0.0306,0.0617,0.039,0.3394,0.30638954,0.7938689,-0.69234604,0.512978132838433,0,8.478703893397897,-83.05809642239834,2019
0.1111,0.02655,0.0476,0.02635,0.29645,0.4547908,0.83674103,-0.72329605,0.4924039709014347,0,10.150558468672738,-84.09942349974969,2019
0.1548,0.03465,0.05655,0.039,0.2444,0.22444889,0.7247706,-0.62419003,0.3932856682579514,0,11.00243085260328,-84.68817933696162,2019
0.17625,0.0603,0.07255,0.05205,0.2919,0.24703623,0.6973398,-0.6018658,0.4262989668262007,0,10.37980852918004,-84.65934341634139,2019
0.21485,0.0372,0.0593,0.0643,0.1981,-0.040561795,0.50990856,-0.5392385,0.2632476384962664,0,10.171399383264312,-85.34826140773265,2019
0.1423,0.0275,0.0486,0.025,0.378,0.45300788,0.8759305,-0.7721519,0.5863787277555534,0,9.537548118789578,-84.17030057566672,2019
0.14925,0.0375,0.05655,0.03,0.3864,0.44273314,0.8559078,-0.74466646,0.5833697232413624,0,10.779468999084816,-84.47033788056264,2019
0.41795,0.4189,0.43185,0.43605,0.5512,0.13749158,0.1166371,-0.12140785,0.1161371428259972,0,10.089113703238963,-84.10301676088616,2019
0.1972,0.0321,0.0492,0.0312,0.331,0.25331312,0.8277195,-0.7411889,0.5215727232014683,0,10.614987470562532,-83.6380487698259,2019
0.17755,0.03105,0.0515,0.026,0.3875,0.37156,0.8742443,-0.76537585,0.5935960460555342,0,8.580483015088639,-83.47608252409916,2019
0.2047,0.02445,0.0491,0.029,0.3182,0.21705872,0.8329493,-0.7326436,0.5120396529190262,0,9.81324107948586,-85.02298144335296,2019
0.3048,0.048,0.0718,0.09525,0.2275,-0.14521885,0.40975988,-0.52021384,0.2411121275736435,0,10.099264665949514,-85.38715845953502,2019
0.25125,0.05945,0.09365,0.0677,0.3735,0.19567826,0.6931097,-0.5990581,0.4873565577189963,0,10.530006844684824,-84.76157169567419,2019
0.2368,0.054,0.0843,0.0487,0.386,0.23956327,0.77593744,-0.6415054,0.5412966779278681,0,10.763928144669547,-84.01426321081516,2019
0.45075,0.46985,0.46305,0.43275,0.62725,0.16372915,0.18349059,-0.15060076,0.187019258451738,0,10.136095592598414,-83.74270250042582,2019
0.3302,0.152,0.1291,0.1032,0.3558,0.03731781,0.55032676,-0.4675191,0.3950990578379633,0,10.65217772332508,-84.23893186337345,2019
0.2299,0.03735,0.0564,0.03235,0.4327,0.30606702,0.8608752,-0.76937234,0.6222734647630254,0,10.508986267036429,-84.60966658112957,2019
0.1759,0.07645,0.09165,0.0675,0.3482,0.32875407,0.67524654,-0.58326703,0.4598121522867436,0,8.486070078727678,-83.52629834848143,2019
0.0956,0.0125,0.0263,0.0159,0.2339,0.41972685,0.8726981,-0.7978478,0.436116289155345,0,9.648400224849926,-83.77495201912572,2019
0.2256,0.0411,0.0703,0.0496,0.3155,0.16614302,0.7282936,-0.6355625,0.4610449520763641,0,10.46128572544968,-83.6876357735093,2019
0.1005,0.0097,0.0227,0.0149,0.2109,0.35452792,0.8680248,-0.80565065,0.4050702583379134,0,9.457238732389293,-83.5546851114596,2019
0.1101,0.0162,0.04005,0.01995,0.3442,0.51529825,0.89042974,-0.79154193,0.5628362958020736,0,9.080395470701154,-83.00761110343082,2019
0.28265,0.0595,0.09845,0.06095,0.49975,0.27747956,0.7825932,-0.67084587,0.6205336005155911,0,10.636367374324577,-84.03690075597497,2019
0.1725,0.0296,0.0472,0.0382,0.2906,0.25502053,0.76763994,-0.7205447,0.4568050252727774,0,9.40046520643294,-83.7395583969314,2019
0.183,0.0244,0.0397,0.0383,0.2278,0.1090555,0.7121383,-0.7031776,0.3710351077758435,0,8.898756120252186,-82.96709708411703,2019
0.1848,0.091,0.10255,0.0824,0.2981,0.23462413,0.56688565,-0.48808187,0.3674616592740068,0,10.482036808512843,-84.05675352375401,2019
0.2084,0.0379,0.05935,0.03595,0.3763,0.28715584,0.82559127,-0.7275336,0.5596327804259361,0,10.423286988931428,-84.00438174268984,2019
0.35685,0.06605,0.1024,0.1233,0.3218,-0.051646657,0.4459672,-0.5172089,0.315046016775797,0,9.967661476826004,-84.30343090077324,2019
0.19085,0.0234,0.04615,0.02975,0.2746,0.17993338,0.8045014,-0.71223694,0.4566109253596556,0,10.00197712067937,-85.59395063793933,2019
0.1559,0.0229,0.0421,0.0229,0.2687,0.2656618,0.8429355,-0.7290862,0.4657655423524751,0,9.743531813438183,-84.47509895156847,2019
0.15095,0.04595,0.0713,0.05815,0.3324,0.37540084,0.70221484,-0.6467674,0.4619336277629675,0,10.954101490317653,-84.59511387352684,2019
0.1308,0.04045,0.05175,0.0347,0.21725,0.24838388,0.7245485,-0.61524165,0.3641532113230871,0,10.824923752461263,-84.37709275407103,2019
0.1071,0.0158,0.0306,0.0181,0.2698,0.4316795,0.8742619,-0.7962716,0.4791851829920353,0,9.369832655244464,-83.2952516574059,2019
0.2479,0.0358,0.05685,0.068,0.2452,-0.005475565,0.56577265,-0.62357223,0.3268568437449425,0,10.499643788081585,-85.73094371876756,2019
0.2277,0.0323,0.06525,0.04755,0.3205,0.16928127,0.7416112,-0.661698,0.4716606019600576,0,10.121992042637736,-85.18279173239783,2019
0.1719,0.0379,0.0606,0.0376,0.4013,0.40020937,0.8286626,-0.7376056,0.5810523092290232,0,10.140138011376951,-83.49548613423613,2019
0.1181,0.0141,0.0241,0.0159,0.211,0.282285,0.85985017,-0.7949809,0.4026000732696803,0,9.502064665066856,-83.45218733754157,2019
0.24655,0.07915,0.117,0.1556,0.2815,0.06618695,0.2880348,-0.41279802,0.2015260070579442,0,9.959396976212105,-84.26758812093686,2019
0.25125,0.05255,0.0874,0.0501,0.4652,0.29862517,0.80555016,-0.6836772,0.6132670234354625,0,10.546985003554685,-84.4633310213465,2019
0.1453,0.0302,0.0429,0.0228,0.2612,0.28511688,0.83943665,-0.717856,0.4561224623690507,0,10.541954437963614,-83.52108811983354,2019
0.2817,0.05135,0.08865,0.07995,0.3824,0.15163383,0.6541581,-0.6236068,0.4714241299139079,0,10.382683138089224,-84.9247057512703,2019
0.14495,0.0362,0.05035,0.02765,0.3713,0.43845037,0.8613861,-0.76117635,0.5734189998418072,0,8.479063219511545,-83.36397277664103,2019
0.2287,0.0711,0.0912,0.0497,0.4396,0.31557682,0.79685265,-0.6563677,0.591175571566593,0,10.871546315707066,-84.25564052765807,2019
0.284,0.0563,0.0744,0.0787,0.2518,-0.060097065,0.5237519,-0.54383814,0.3126429902555825,0,11.060102693843756,-85.40817903718342,2019
0.29775,0.06055,0.096,0.08805,0.315,0.028151777,0.5630815,-0.5328467,0.3769724784107866,0,10.7102088906792,-85.39506363403527,2019
0.1933,0.03645,0.0692,0.03565,0.3767,0.32175443,0.82708865,-0.6896165,0.560722324856154,0,9.733560513784456,-84.38463860245764,2019
0.55065,1.122,1.072,1.0232,0.946,0.2641566,-0.039203767,0.062438082,-0.046897813857486,0,10.280993847926894,-84.40925244124251,2019
0.1756,0.0359,0.053,0.0338,0.2954,0.25435242,0.7946537,-0.695752,0.4732272027528979,0,9.558748359494798,-84.050644979822,2019
0.2843,0.0667,0.0972,0.1253,0.2532,-0.057860475,0.3379128,-0.44520548,0.2183835905597166,0,9.657293546162707,-84.51597229699591,2019
0.181,0.02465,0.04845,0.0257,0.3523,0.32120758,0.8640212,-0.7582034,0.5579726544764728,0,10.162865388065176,-85.57849961505248,2019
0.2963,0.0915,0.123,0.115,0.3342,0.060111027,0.4879786,-0.46194223,0.3463969554911874,0,10.939638614243329,-85.21827518612055,2019
0.3329,0.07155,0.1099,0.07485,0.514,0.21383873,0.74577564,-0.64769995,0.6049731347671434,0,10.341809792661785,-84.28007470338612,2019
0.0835,0.0165,0.0298,0.0187,0.2542,0.50547826,0.8629535,-0.79014087,0.4570449116104399,0,9.610042162218022,-83.6305029214393,2019
0.2064,0.0312,0.047,0.0644,0.1674,-0.10433388,0.44434857,-0.5615672,0.2111232565687333,0,10.911431514321974,-85.73660310505751,2019
0.1504,0.0219,0.0393,0.031,0.2314,0.21215296,0.7637195,-0.7096417,0.3942812156667944,0,9.59288434029134,-83.62861645934265,2019
0.2204,0.0372,0.0619,0.06365,0.2518,0.06649724,0.59644955,-0.60535544,0.3460972543945725,0,10.14561773461008,-85.52100743686883,2019
